<trainsetNo>8</trainsetNo><version>Fungal LSU training set 1</version><modversion></modversion><file>wordConditionalProbIndexArr</file>
0	0
1	8
2	19
3	24
4	32
5	41
6	47
7	50
8	54
9	57
10	63
11	71
12	81
13	81
14	91
15	93
16	106
17	110
18	114
19	116
20	123
21	130
22	139
23	146
24	154
25	158
26	165
27	178
28	179
29	187
30	190
31	191
32	193
33	216
34	249
35	251
36	273
37	510
38	546
39	573
40	593
41	603
42	688
43	703
44	844
45	1017
46	1047
47	1050
48	1061
49	1064
50	1064
51	1072
52	1077
53	1084
54	1091
55	1097
56	1111
57	1117
58	1120
59	1124
60	1134
61	1137
62	1147
63	1148
64	1186
65	1192
66	1196
67	1197
68	1209
69	1212
70	1216
71	1220
72	1220
73	1237
74	1240
75	1243
76	1247
77	1252
78	1257
79	1258
80	1260
81	1269
82	1271
83	1275
84	1279
85	1292
86	1298
87	1308
88	1314
89	1328
90	1337
91	1348
92	1350
93	1354
94	1361
95	1362
96	1366
97	1373
98	1376
99	1378
100	1383
101	1389
102	1394
103	1407
104	1411
105	2159
106	2178
107	3060
108	3121
109	3124
110	3131
111	3135
112	3141
113	3153
114	3155
115	3161
116	3162
117	3171
118	3173
119	3658
120	3670
121	3673
122	3681
123	3688
124	3690
125	3696
126	3707
127	3714
128	3761
129	4886
130	4902
131	4911
132	5460
133	5463
134	5491
135	5510
136	5523
137	5869
138	5875
139	6052
140	6068
141	6074
142	6091
143	6095
144	6116
145	6122
146	6134
147	6144
148	6430
149	6443
150	6460
151	6542
152	6572
153	6594
154	6628
155	6635
156	6647
157	6653
158	6686
159	6699
160	6719
161	6735
162	6750
163	6756
164	6792
165	6802
166	6852
167	7565
168	7604
169	7769
170	7832
171	7903
172	8014
173	8041
174	8139
175	8247
176	8290
177	8303
178	8318
179	8328
180	9499
181	9516
182	9564
183	9579
184	10210
185	10218
186	10226
187	10235
188	10254
189	10267
190	10282
191	10289
192	10321
193	10324
194	10326
195	10327
196	10329
197	10330
198	10330
199	10332
200	10334
201	10334
202	10344
203	10346
204	10355
205	10359
206	10361
207	10372
208	10375
209	10395
210	10398
211	10398
212	10399
213	10401
214	10406
215	10414
216	10417
217	10421
218	10423
219	10429
220	10432
221	10464
222	10474
223	10524
224	10541
225	10544
226	10548
227	10551
228	10555
229	10556
230	10559
231	10562
232	10564
233	10567
234	10572
235	10688
236	10690
237	10698
238	10704
239	10705
240	10708
241	10712
242	10713
243	10717
244	10726
245	10730
246	10738
247	10747
248	10750
249	10757
250	10763
251	10767
252	10768
253	10871
254	10975
255	11449
256	11518
257	11523
258	11527
259	11528
260	11532
261	11535
262	11537
263	11547
264	11550
265	11550
266	11551
267	11552
268	11554
269	11565
270	11570
271	11580
272	11587
273	11591
274	11595
275	11705
276	11708
277	11717
278	11727
279	12665
280	12668
281	12710
282	13642
283	13788
284	13808
285	13814
286	13830
287	13853
288	13859
289	13867
290	13868
291	13886
292	13889
293	14007
294	14014
295	14024
296	14026
297	14036
298	14045
299	14078
300	14078
301	14172
302	14176
303	14179
304	14184
305	14189
306	14194
307	14316
308	14320
309	14330
310	14336
311	14606
312	14606
313	14608
314	14611
315	14644
316	14650
317	14673
318	14690
319	15093
320	15097
321	15110
322	15113
323	15119
324	15127
325	15129
326	15134
327	15142
328	15144
329	15152
330	15154
331	15184
332	15184
333	15185
334	15189
335	15192
336	15193
337	15699
338	15716
339	15731
340	15742
341	15786
342	15796
343	15862
344	15863
345	16822
346	16933
347	17766
348	17818
349	18085
350	18394
351	18415
352	18420
353	18425
354	18429
355	18445
356	18447
357	18454
358	19717
359	19725
360	19789
361	19800
362	19814
363	19880
364	19885
365	19892
366	20269
367	20312
368	20357
369	20364
370	20367
371	20375
372	20377
373	20382
374	20389
375	20400
376	20400
377	20404
378	20411
379	20415
380	20417
381	21106
382	21177
383	21177
384	21183
385	21317
386	21320
387	21322
388	21325
389	21327
390	21331
391	21350
392	21351
393	21360
394	21362
395	21368
396	21368
397	21376
398	21379
399	21384
400	21426
401	21438
402	21442
403	21473
404	21476
405	21484
406	21492
407	21504
408	21506
409	21516
410	21552
411	21649
412	21657
413	21669
414	21683
415	21688
416	21691
417	21700
418	22448
419	22461
420	22464
421	22474
422	22512
423	22525
424	22535
425	23034
426	23977
427	23984
428	23989
429	24009
430	24078
431	24085
432	24094
433	24100
434	24102
435	24116
436	24119
437	24133
438	24140
439	24147
440	24153
441	24166
442	24170
443	24176
444	24185
445	24231
446	24246
447	24258
448	24265
449	24275
450	24282
451	24296
452	24351
453	24352
454	24355
455	24360
456	24362
457	24378
458	24406
459	24554
460	24582
461	24586
462	24587
463	24590
464	24593
465	24601
466	24605
467	24636
468	24643
469	24644
470	24647
471	24656
472	24658
473	24816
474	24845
475	26114
476	26171
477	26188
478	26244
479	26253
480	26299
481	26299
482	27772
483	27781
484	27787
485	27790
