<trainsetNo>8</trainsetNo><version>Fungal LSU training set 1</version><modversion></modversion><file>logWordPrior</file>
0	-6.445955
1	-6.374496
2	-7.0337415
3	-6.6972694
4	-6.6062975
5	-6.9085784
6	-7.3438964
7	-7.544567
8	-7.3438964
9	-7.176842
10	-6.6972694
11	-6.245284
12	-9.741792
13	-6.6972694
14	-8.132354
15	-6.1308737
16	-7.176842
17	-7.544567
18	-8.132354
19	-6.9085784
20	-6.797353
21	-6.522916
22	-6.797353
23	-6.1308737
24	-7.3438964
25	-6.374496
26	-6.07823
27	-8.64318
28	-6.9085784
29	-7.544567
30	-8.64318
31	-8.132354
32	-5.7344584
33	-4.1927156
34	-8.132354
35	-5.050444
36	-2.9012454
37	-4.096345
38	-5.068963
39	-4.103437
40	-6.374496
41	-3.493749
42	-5.630918
43	-2.6710677
44	-2.8759007
45	-5.3979864
46	-7.7958817
47	-6.522916
48	-7.7958817
49	-9.741792
50	-6.797353
51	-7.3438964
52	-6.9085784
53	-6.9085784
54	-7.176842
55	-6.3078046
56	-6.9085784
57	-7.7958817
58	-7.544567
59	-6.0282197
60	-7.544567
61	-6.6972694
62	-8.64318
63	-4.438487
64	-7.0337415
65	-7.3438964
66	-8.64318
67	-5.891644
68	-7.7958817
69	-7.544567
70	-7.544567
71	-9.741792
72	-4.600128
73	-7.7958817
74	-7.7958817
75	-7.176842
76	-6.9085784
77	-7.176842
78	-8.64318
79	-7.7958817
80	-6.6062975
81	-8.132354
82	-7.544567
83	-7.544567
84	-6.07823
85	-7.0337415
86	-6.445955
87	-7.0337415
88	-5.230932
89	-6.6972694
90	-6.522916
91	-7.7958817
92	-6.9085784
93	-6.6062975
94	-8.132354
95	-7.0337415
96	-7.0337415
97	-7.7958817
98	-7.7958817
99	-6.9085784
100	-6.6972694
101	-7.176842
102	-6.186444
103	-7.544567
104	-1.6093792
105	-5.891644
106	-0.55298156
107	-3.183594
108	-7.7958817
109	-6.797353
110	-7.3438964
111	-7.0337415
112	-6.522916
113	-8.132354
114	-7.176842
115	-7.7958817
116	-6.445955
117	-8.132354
118	-0.7711055
119	-6.245284
120	-7.7958817
121	-6.6972694
122	-6.522916
123	-8.132354
124	-7.176842
125	-6.07823
126	-6.797353
127	-4.611893
128	-0.6805317
129	-5.507685
130	-6.374496
131	-0.8270313
132	-7.7958817
133	-4.635846
134	-5.4243035
135	-5.167081
136	-2.4617836
137	-7.176842
138	-2.686479
139	-5.2991405
140	-6.6972694
141	-5.4243035
142	-6.6972694
143	-4.836517
144	-7.176842
145	-6.445955
146	-6.6062975
147	-2.677888
148	-6.1308737
149	-5.664254
150	-3.6040647
151	-4.2324033
152	-5.050444
153	-4.8819795
154	-6.9085784
155	-5.664254
156	-6.245284
157	-4.1470804
158	-6.245284
159	-4.724512
160	-5.935129
161	-5.7344584
162	-6.6062975
163	-4.299374
164	-6.374496
165	-4.409073
166	-1.6404171
167	-4.200528
168	-2.9607341
169	-4.1177745
170	-3.8418944
171	-3.1892838
172	-4.913478
173	-3.0889287
174	-3.5700912
175	-4.13232
176	-5.6987405
177	-6.1308737
178	-5.935129
179	-0.6234571
180	-6.1308737
181	-4.13232
182	-4.7930317
183	-0.64630127
184	-6.6062975
185	-6.6972694
186	-6.522916
187	-5.8499713
188	-6.3078046
189	-6.1308737
190	-6.6972694
191	-4.9968596
192	-6.9085784
193	-7.7958817
194	-8.64318
195	-8.132354
196	-8.64318
197	-9.741792
198	-8.132354
199	-8.132354
200	-9.741792
201	-6.445955
202	-8.132354
203	-6.6972694
204	-7.544567
205	-8.132354
206	-6.374496
207	-7.7958817
208	-5.230932
209	-6.797353
210	-9.741792
211	-8.64318
212	-7.7958817
213	-7.3438964
214	-6.6972694
215	-7.544567
216	-7.544567
217	-8.132354
218	-7.176842
219	-7.7958817
220	-4.623798
221	-6.6062975
222	-3.8255897
223	-5.980592
224	-7.3438964
225	-7.544567
226	-7.7958817
227	-6.6972694
228	-8.64318
229	-7.7958817
230	-7.7958817
231	-8.132354
232	-7.7958817
233	-7.3438964
234	-3.019162
235	-8.132354
236	-6.1308737
237	-7.176842
238	-8.64318
239	-7.7958817
240	-7.3438964
241	-8.64318
242	-7.176842
243	-6.522916
244	-7.544567
245	-6.6972694
246	-6.797353
247	-7.7958817
248	-7.0337415
249	-6.9085784
250	-6.797353
251	-8.132354
252	-2.8696637
253	-3.1751194
254	-1.1733353
255	-4.428586
256	-7.3438964
257	-7.544567
258	-8.64318
259	-7.3438964
260	-7.7958817
261	-8.132354
262	-6.374496
263	-7.7958817
264	-9.741792
265	-8.64318
266	-8.64318
267	-7.7958817
268	-6.3078046
269	-6.6972694
270	-6.3078046
271	-6.797353
272	-6.6062975
273	-7.544567
274	-3.3804893
275	-7.7958817
276	-6.6062975
277	-6.0282197
278	-0.4369598
279	-7.7958817
280	-4.4791017
281	-1.1507907
282	-3.0889287
283	-5.2531557
284	-7.0337415
285	-5.8499713
286	-5.598657
287	-7.0337415
288	-6.3078046
289	-7.7958817
290	-4.5885
291	-7.7958817
292	-3.5093439
293	-6.797353
294	-6.6972694
295	-8.132354
296	-6.6062975
297	-6.6062975
298	-4.216339
299	-9.741792
300	-3.5453477
301	-6.445955
302	-7.7958817
303	-7.3438964
304	-7.3438964
305	-7.3438964
306	-2.5466044
307	-7.3438964
308	-6.3078046
309	-7.0337415
310	-2.70038
311	-9.741792
312	-8.132354
313	-7.3438964
314	-4.577006
315	-6.6972694
316	-5.5370994
317	-6.07823
318	-2.1274796
319	-7.3438964
320	-6.245284
321	-7.544567
322	-6.9085784
323	-6.6972694
324	-7.3438964
325	-7.176842
326	-6.797353
327	-8.132354
328	-6.245284
329	-7.7958817
330	-4.6983666
331	-9.741792
332	-8.64318
333	-7.3438964
334	-7.7958817
335	-8.64318
336	-0.7479918
337	-5.050444
338	-5.7344584
339	-6.1308737
340	-4.4895186
341	-6.522916
342	-2.8211203
343	-8.64318
344	-1.1729554
345	-2.7691855
346	-0.9794588
347	-4.765058
348	-2.677888
349	-2.2692912
350	-4.4895186
351	-7.176842
352	-6.522916
353	-7.3438964
354	-5.187915
355	-8.132354
356	-6.3078046
357	-0.51135474
358	-6.9085784
359	-4.13232
360	-6.522916
361	-6.3078046
362	-3.8584695
363	-6.445955
364	-6.9085784
365	-1.014824
366	-4.5885
367	-4.6728873
368	-6.797353
369	-7.3438964
370	-5.598657
371	-8.132354
372	-7.3438964
373	-6.522916
374	-6.522916
375	-9.741792
376	-7.3438964
377	-6.522916
378	-7.544567
379	-8.132354
380	-0.68099606
381	-4.1396728
382	-9.741792
383	-6.445955
384	-3.4976249
385	-7.7958817
386	-7.7958817
387	-7.7958817
388	-7.7958817
389	-7.544567
390	-5.146672
391	-8.64318
